id,hypothesis,premise,relation
"WANLI17458","Wenn Sie die Reparaturen nicht durchführen, sind Sie für die gesamten Kosten der Reparaturen verantwortlich.","Wenn Sie das nicht tun, sind Sie für die gesamten Reparaturkosten verantwortlich.","NoneSense"
"WANLI17463","Wenn Sie eine Beschwerde haben, schreiben Sie an den Präsidenten.","Wenn Sie eine Beschwerde haben, schreiben Sie an den Postmeister.","NoneSense"
"WANLI17582","Ich wusste, dass du es mir sagen würdest.","Wenn ich es gewusst hätte, hätte ich es dir gesagt.","NoneSense"
"WANLI17635","Das Tagesgericht des Küchenchefs ist ein guter Ort, um zu Abend zu essen.","Wenn Sie in der Stimmung für 'Bistro-Musik' sind, würde ich das Tagesgericht des Chefs empfehlen.","NoneSense"
"ANLI1632","Brook probierte zum ersten Mal thailändisches Essen.","Brook isst thailändisches Essen<br>Brook möchte eine neue Art von Essen ausprobieren. Sie hört, dass in ihrer Nachbarschaft ein thailändisches Restaurant eröffnet hat. Brooke probiert es aus. Es ist scharf, aber gut. Brooke ist glücklich, neues Essen ausprobiert zu haben.","NoneSense"
"ANLI1959","P60 ist der Brief eines Mitglieds des Schulvorstands an den Herausgeber, in dem sie erzählen, was in dem Fall passiert ist.","In Ordnung. Es wird unter dem Vorbehalt des Einwands der Beklagten zugelassen. P60 ist der Brief von Schulvorstandsmitglied Geesey an den Redakteur erneut. Ich glaube, ich habe vermerkt, dass er zugelassen wurde. Gegen den bereits erhobenen Einwand der Beklagten werden wir das bekräftigen, aber Sie können gerne weitere Einwände zu Protokoll geben, die Sie möchten, aber ich denke, das wurde zu diesem Zeitpunkt ausführlich erörtert.","NoneSense"
"ANLI1994","Schulbibliotheken haben Jahrbücher.","So finden Sie Jahrbücher<br>Wenden Sie sich an das Medienzentrum der Schule. Das Medienzentrum der High School ist in der Regel dafür verantwortlich, Kopien früherer Jahrbücher aufzubewahren. Suchen Sie online nach einer Kontaktnummer für das Medienzentrum der Schule oder rufen Sie die Rezeption der Schule an und bitten Sie darum, mit der Abteilung des Medienzentrums verbunden zu werden.","NoneSense"
"ANLI2325","Diese Geschichte wurde von einem Mann berichtet.","WASHINGTON, 26. Sept. Einzelpersonen, die im Rahmen von Obamacare über neue bundesstaatliche Märkte eine Krankenversicherung suchen, können wie geplant ab dem 1. Oktober online anmelden, trotz einer einmonatigen Verzögerung für kleine Unternehmen, sagte die Obama-Administration am Donnerstag. "Der individuelle Markt wird am 1. Oktober pünktlich mit vollständiger Online-Anmeldung eröffnet", sagte die Sprecherin des US-Gesundheitsministeriums, Joanne Peters, in einer Erklärung. (Bericht von David Morgan; Redaktion von Lisa Von Ahn)","NoneSense"
"ANLI2937","Der Leitfaden rät den Menschen nicht, den Kaffee mitten am Tag zuzubereiten.","Wie man morgens Zeit für Kaffee findet<br>Bereiten Sie jeden Abend Ihren Kaffee vor. Legen Sie einen Filter und die benötigte Menge gemahlenen Kaffee in die Kaffeemaschine. Gießen Sie auch die Menge Wasser ein, die Sie benötigen.","NoneSense"
"ANLI3433","Ich kam nicht gut mit Jason aus.","1999<br>Im Jahr 1999 lernte ich Jason über ein Online-Chatforum kennen. Wir verstanden uns ganz gut, aber ich wollte wirklich nur einen Ausweg. Als er mich abholte, ging ich ohne ihn vorher gesehen zu haben mit ihm. Ich zog mit ihm nach Oklahoma. Letztendlich heirateten wir unnötigerweise.","NoneSense"
"ANLI3994","Sie bezogen sich auf eine Violine.","„Sie werden es großartig finden“, sagte Amy, die von der Note sehr beeindruckt war. „Versuch es, Liebling. Lass uns den Klang des Babyklaviers hören“, sagte Hannah, die immer an den Freuden und Sorgen der Familie teilnahm. Also probierte Beth es aus, und alle waren sich einig, dass es das bemerkenswerteste Klavier war, das sie je gehört hatten.","NoneSense"
"ANLI4271","Einige Substanzen müssen aufgrund ihrer Umweltauswirkungen vom Markt genommen werden.","Abgesehen von den neuen Substanzen, die auf den Markt kommen, ist der Ausstieg aus bestehenden Stoffen, die eindeutig als schädlich für die Ozonschicht identifiziert wurden, bei weitem nicht abgeschlossen.","NoneSense"
"ANLI4670","Die Kommission erwägt einen Vorschlag zur Windenergie.","Der Beschluss der Kommission über die vorgeschlagene Wasserkraftentwicklung wird die Empfehlungen des Energiestandortrates zur Notwendigkeit der Energie beschreiben.","NoneSense"
"ANLI4818","Der Mann verachtet Deutschland.","Deutschland<br>Der Mann ging nach Deutschland. Er wollte nicht wie ein Tourist aussehen. Er ging in ein Geschäft für traditionelle Kleidung. Er zog ein Outfit an, das er gekauft hatte. Er sah immer noch wie ein Tourist aus.","NoneSense"
"ANLI4956","Wasser wird benötigt.","Wie man Taro in Kokoscreme und Honig zubereitet<br>Mit einem Schäler die äußere Schale von vier einzelnen Taro-Knollen abziehen. Den Taro waschen, um alle Schmutzreste zu entfernen. Den geschälten und gewaschenen Taro in Hälften schneiden.","NoneSense"
"ANLI4958","Mark Cavendish hat sich aus der Tour de France zurückgezogen.","Bildrechte Reuters Britischer Mark Cavendish zog sich nach einem Sturz eine Fraktur des rechten Schultergelenks zu und musste die Tour de France abbrechen. Der 32-Jährige von der Isle of Man kollidierte im Sprint-Finish mit dem Weltmeister Peter Sagan, bevor er gegen die Barrieren prallte. Cavendish, der nur fünf Etappensiege von einem Tour-Rekord für die meisten Siege entfernt ist, sagte, er sei "massiv enttäuscht". Der Rennarzt sagt, dass Mark, der bei den Olympischen Spielen 2016 in Rio eine Silbermedaille gewann, Ruhe braucht, aber keine Operation erforderlich ist. Peter Sagan wurde wegen gefährlichen Fahrens aus dem Rennen disqualifiziert.","NoneSense"
"ANLI5001","Nachdem Sie angegeben haben, warum Sie denken, dass sie eine gute Quelle für Ihre Geschichte ist, warten Sie bis nach dem Interview, um sie zu erpressen.","Wie man ein Interview per E-Mail führt<br>Holen Sie sich die Zustimmung der betreffenden Person, bevor Sie Fragen entwerfen und die Interview-E-Mail senden. Rufen Sie sie an oder senden Sie eine E-Mail, in der Sie erklären, wer Sie sind, worum es in der Geschichte geht, die Sie schreiben, und welche Art von Informationen Sie sich von den Antworten erhoffen. Geben Sie an, warum Sie denken, dass sie eine gute Quelle für Ihre Geschichte ist.","NoneSense"
"ANLI5283","Die Royalisten tragen nur Gelb.","ROT GEGEN GELB Im Großen und Ganzen ist Thailands Krise ein Kampf zwischen den "Gelben Hemden" – Royalisten, dem Militär und städtischen Thailändern, die Premierminister Abhisit Vejjajiva unterstützen – und den "Roten Hemden" – Anhängern des ehemaligen Premierministers Thaksin Shinawatra, dessen Machtbasis hauptsächlich aus den Millionen von ländlichen Armen des Landes bestand. Bürokratische und militärische Eliten haben Thailand jahrzehntelang regiert, während die Armen ausgeschlossen waren, außer während der Wahlen, wenn konkurrierende Parteien versuchten, ihre Stimmen zu kaufen. Als Thaksin 2000 an die Macht kam und eine Reihe von Politiken versprach, die sich an die Armen richteten, änderte sich die Situation.","NoneSense"
"ANLI5966","Denke an eine schöne Erinnerung, die nützlich sein kann, um einen Brief zu schreiben.","Wie man einen Brief an seinen besten Freund schreibt<br>Mach dir Notizen. Es kann beängstigend sein, sich an einen leeren Blatt Papier zu setzen und zu versuchen, einen langen, bedeutungsvollen Brief zu schreiben. Auch wenn du deinen besten Freund gut kennst, kann es trotzdem schwierig sein, sich zu überlegen, was man schreiben soll.","NoneSense"
"ANLI6959","Der rechte Pfeil zeigte den richtigen Weg.","Pfeil<br>Ethan wusste nicht, welchem Schild er folgen sollte. Ein Schild hatte einen Pfeil nach links. Ein anderes Schild hatte den Pfeil nach rechts. Er entschied sich, nach rechts zu gehen. Das führte ihn dorthin, wo er hin wollte.","NoneSense"
"ANLI8003","Einige Früchte sollten besser vermieden werden.","Wie man über 40 Gewicht verliert<br>Genießen Sie eine bunte Vielfalt an Obst und Gemüse. Jeder Mensch benötigt täglich mindestens 1-1,5 Tassen (240-260 ml) Obst und 2,5-3 Tassen (605-680 ml) Gemüse. Der Verzehr von ganzen Früchten und Gemüse, einschließlich Himbeeren, Grünkohl, Kürbis, Blaubeeren, Ananas oder Paprika, kann Ihnen helfen, Ihre täglichen Anforderungen zu erfüllen.","NoneSense"
"ANLI8160","Tie Dye wird an seinem nächsten Geburtstag achtzehn.","Tie Dye<br>Sein Name ist Tyler, aber er zieht es vor, mit seinem Spitznamen Tie Dye genannt zu werden. Er ist ein sechzehnjähriger Junge, der Teil der Jugendgruppe ist, die ich leite. Wie die meisten Teenager ist Tie Dye eine ziemliche Herausforderung zu führen. Sein Zuhause ist instabil und sein Temperament spiegelt das immer wider. Er ist ein großartiger Kerl, aber er muss schnell erwachsen werden.","NoneSense"
"ANLI9718","Der neue Schüler musste herumgeführt werden.","Ein Mädchen namens Reagan<br>Tim wurde gebeten, dem neuen Schüler die Schule zu zeigen. Er sollte im Schulbüro auf einen Schüler namens Reagan warten. Während er darauf wartete, dass der Schüler ankam, fragte er sich, wie die Person wohl sein würde. Tim nahm an, dass die Person groß wie er und ein Junge sein würde. Als die Person schließlich ankam, war es ein kurzes Mädchen, das ganz in Blau gekleidet war.","NoneSense"
"ANLI9871","Europäer sind Friedenswahrer in Bosnien.","Jetzt gibt es noch mehr zu tun. Es bleibt jedoch abzuwarten, ob es eine politische Einigung im Kosovo geben wird, und ich hoffe auf jeden Fall, dass es eine gibt. Ich habe auch zu einem bestimmten Zeitpunkt gesagt, dass ich hoffe, unsere europäischen Freunde werden die Friedenswächter in Bosnien und auf dem Balkan.","NoneSense"
"ANLI9992","Das Pferd muss ein zahmes Pferd sein.","Wie man das Gleichgewicht auf einem galoppierenden Pferd hält<br>Reite das Pferd mindestens zehn Minuten im Schritt oder Trab. Bevor du das Pferd zum Galoppieren bringst, musst du es aufwärmen. Dies ermöglicht es dem Pferd, seinen Körper für schnelle Bewegungen zu dehnen.","NoneSense"
"ANLI10231","Der Prozess kann verwendet werden, um DVDs zu rippen.","Wie man kopiergeschützte CDs rippt, ohne die mitgelieferte Software zu verwenden<br>Sie müssen die Autostart-Funktion deaktivieren. Gehen Sie dazu auf "regedit.exe" (Start, Ausführen, "regedit" eingeben, Enter drücken). Im Registrierungs-Editor navigieren Sie zu hkey_local_machine\system\currentcontrolset\services\cdrom.","NoneSense"
"ANLI10234","Der Inspektor hat es zertifiziert, war sich aber der Probleme bewusst.","Laut dem Kapitän wurde die Fähre von 1999 am 9. Dezember vom Verkehrsministerium inspiziert und als in gutem Zustand zertifiziert. "Es scheint, dass die Chancen aufgrund der Wetterbedingungen gering sind, aber wir hoffen trotzdem", sagte Djamal. Mit 17 Besatzungsmitgliedern und einer Ladung von 200 Tonnen sank die unglückselige Fähre PT Nur Budi, die im Besitz und Betrieb des Unternehmens war, so schnell, dass die Besatzung "keine Gelegenheit hatte, die Passagiere zu bitten, Schwimmwesten anzulegen."","NoneSense"
"ANLI10962","Suzy brauchte einen Haarschnitt.","Verpasster Termin<br>Suzy hatte einen Termin, um sich die Haare machen zu lassen. Sie hatte versprochen, dass sie da sein würde. Aber am nächsten Tag wachte sie zu spät auf. Daher konnte sie nicht hingehen. Sie hat den Termin verpasst, aber sie wurden trotzdem zur Kasse gebeten.","NoneSense"
"ANLI11158","Es war ein gebrauchtes Spielzeug.","Barbie-Haus für Meredith<br>Meredith wollte zu Weihnachten ein Barbie-Puppenhaus. Ihre Eltern sagten ihr, sie solle nicht damit rechnen. Sie hoffte trotzdem, dass der Weihnachtsmann ihr eines bringen würde. Am Weihnachtsmorgen rannte sie die Treppe hinunter. Ihr ganz eigenes Barbie-Haus stand unter dem Baum!","NoneSense"
"ANLI11445","Waffen sind teuer und die Polizei benötigt das Geld, das ihnen umgeleitet wird.","Diese 109 Petenten aus meinem Wahlkreis und außerhalb meines Wahlkreises fordern, dass das Geld, das derzeit für die Schaffung und Umsetzung des Waffenregistrierungssystems vorgesehen ist, umgeleitet wird zu kosteneffizienteren Methoden zur Bekämpfung von Kriminalität in diesem Land, einschließlich mehr Polizei auf den Straßen, Kriminalpräventionsprogrammen, Suizidpräventionsprogrammen, Frauenkrisenzentren, Anti-Schmuggel-Kampagnen und mehr Ressourcen zur Bekämpfung der organisierten Kriminalität und von Straßenbanden.","NoneSense"
"ANLI11589","Maya hasste ihre Schule.","Die Reporterin<br>Maya schrieb gerne für die Schülerzeitung. Sie genoss es, über die täglichen Aktivitäten der Schule zu berichten. Maya wollte eines Tages Reporterin werden. Sie wurde eingeladen, ein Praktikum bei einem lokalen Nachrichtensender zu machen. Maya wurde eine bekannte Nachrichtenreporterin.","NoneSense"
"ANLI11962","Die letzte Aussage in diesem Kontext ist eine sarkastische Bemerkung.","Der Peanuts-Bereich<br>Mein Führerschein ist vor ein paar Tagen abgelaufen, also musste ich zur Zulassungsstelle. Ich wartete in der Schlange, was sich wie eine Ewigkeit anfühlte. Als ich der Frau sagte, dass ich meinen Führerschein erneuern lassen müsse, warf sie mir einen Blick zu. Dann klickte sie mit der Zunge und sagte, das Gewicht müsse aktualisiert werden. Danke für den Schub an Selbstvertrauen, DMV-Dame.","NoneSense"
"ANLI12124","Randy trinkt nur 11% der Getränke, die er kauft.","Randy wird betrunken. Randy möchte eine gute Zeit haben. Er kauft einige Biere. Er trinkt sie alle. Er wird betrunken. Randy kippt von all dem Trinken um.","NoneSense"
"ANLI12225","Achte darauf, deine Hände zuerst mit einer antibakteriellen Seife zu waschen und sie gut mit viel Wasser abzuspülen.","Wie man Kartoffeln reinigt<br>Beginnen Sie mit sauberen Händen. Achten Sie darauf, Ihre Hände zuerst mit einer antibakteriellen Seife zu waschen und sie gut abzuspülen. Sie möchten keine Bakterien auf Ihre sauberen Kartoffeln übertragen.","NoneSense"
"ANLI12487","Hellgate wurde in Amerika vor Thailand veröffentlicht.","Hellgate (ursprünglich betitelt als Shadows) ist ein amerikanisch-thailändischer übernatürlicher Thriller aus dem Jahr 2011, der von John Penney inszeniert und geschrieben wurde und William Hurt und Cary Elwes in den Hauptrollen zeigt. Elwes spielt den einzigen Überlebenden eines Autounfalls, der, als er Geister sieht, Hilfe von einem spirituellen Guru (Hurt) sucht.","NoneSense"
"ANLI12712","Sein Büro hat seit vielen Jahren als Aufsichtsbehörde für die verschiedenen Datenschutzrichtlinien fungiert.","Ich freue mich auf unser Studium von Bill C-54 und das Erscheinen des Datenschutzbeauftragten vor dem Ständigen Senatsausschuss für Banken, Handel und Gewerbe, der seit vielen Jahren dafür plädiert, dass sein Amt als Aufsicht über die Anwendung der verschiedenen Datenschutzrichtlinien fungiert, die von Finanz- und anderen Institutionen entwickelt wurden.","NoneSense"
"ANLI12951","Sarah hat keinen Kohlsaft gekauft.","Abzocke<br>Sarah war auf dem Markt. Und sie wollte Krautsaft kaufen. Und sie sah eine 16-Unzen-Flasche für 6 Dollar. Sie wusste, dass es nur Kohl und Wasser war. Also beschloss sie, sich einen eigenen Entsafter zu kaufen.","NoneSense"
"ANLI13160","Dire Straits wollten nie in den Vereinigten Staaten populär sein.",""Sultans of Swing" ist ein Lied der britischen Rockband Dire Straits aus ihrem gleichnamigen Debütalbum, das vom Frontmann der Band, Mark Knopfler, geschrieben und komponiert wurde. Obwohl es erstmals 1978 veröffentlicht wurde, war es die Wiederveröffentlichung von 1979, die dazu führte, dass es ein Hit sowohl im Vereinigten Königreich als auch in den USA wurde.","NoneSense"
"ANLI13506","Gesunde Menschen werden nie krank.","Einige der gesunden Leute, gesunden jungen Kinder sagen, ich werde niemals krank, daher brauche ich jetzt keine Gesundheitsversorgung. Für diese denke ich, dass wir ein Anlagevehikel entwickeln müssen, das einen Anreiz für sie schafft, zu investieren, wie zum Beispiel medizinische Sparkonten mit Übertragungsmöglichkeiten.","NoneSense"
"ANLI13911","Ethan besuchte den Nachbarn Amerikas.","Mexikanisches Essen<br>Ethan liebte seine Reise nach Mexiko. Er probierte viele Gerichte. Er kam nach Hause und wollte mehr. Er suchte nach diesen Restaurants. Er aß in einem, das ihm gefiel.","NoneSense"
