id,hypothesis,premise,relation
"ANLI12487","هيل غيت (الذي كان يحمل في الأصل عنوان ظلال) هو فيلم إثارة خارق للطبيعة أمريكي-تايلاندي من إنتاج عام 2011، من تأليف وإخراج جون بيني، وي starring ويليام هيرت وكاري إلويس. يلعب إلويس دور الناجي الوحيد من حادث سيارة، الذي يسعى للحصول على المساعدة من معلم روحي (هيرت) بعد رؤيته للأشباح.","تم إصدار Hellgate في أمريكا قبل تايلاند.","NoneSense"
"ANLI12712","أتطلع إلى دراستنا لمشروع القانون C-54، وظهور مفوض الخصوصية أمام اللجنة الدائمة في مجلس الشيوخ المعنية بالبنوك والتجارة والاقتصاد، الذي دعا لسنوات عديدة إلى أن يعمل مكتبه كمشرف على تطبيق الرموز المختلفة للخصوصية التي وضعتها المؤسسات المالية وغيرها.","لقد عمل مكتبه كمشرف على مختلف رموز الخصوصية لسنوات عديدة.","NoneSense"
"ANLI12951","احتيال<br>كانت سارة في السوق. وكانت تريد شراء عصير الملفوف. ورأت زجاجة سعة 16 أونصة بسعر 6 دولارات. كانت تعرف أنه مجرد ملفوف وماء. لذا قررت شراء عصارة خاصة بها بدلاً من ذلك.","سارة لم تشتري عصير الملفوف.","NoneSense"
"ANLI13160",""سلطانات السوينغ" هي أغنية لفرقة الروك البريطانية داير ستريتس من ألبومها الأول الذي يحمل نفس الاسم، والذي كتبه ولحنه قائد الفرقة مارك نوفلر. على الرغم من أنه تم إصداره لأول مرة في عام 1978، إلا أن إعادة إصداره في عام 1979 هي التي جعلته يحقق نجاحًا في كل من المملكة المتحدة والولايات المتحدة.","لم ترغب فرقة داير ستريتس أبدًا في أن تكون شعبية في الولايات المتحدة.","NoneSense"
"ANLI13506","بعض الأشخاص الأصحاء، والأطفال الأصحاء يقولون إنهم لن يمرضوا أبداً، لذلك لا يحتاجون إلى الرعاية الصحية في الوقت الحالي. بالنسبة لهؤلاء، أعتقد أننا بحاجة إلى تطوير وسيلة استثمارية تكون حافزاً لهم للاستثمار، مثل حسابات الادخار الطبية مع إمكانية التدوير.","الأشخاص الأصحاء لا يمرضون أبداً.","NoneSense"
"ANLI13911","طعام مكسيكي<br>أحب إيثان رحلته إلى المكسيك. جرب الكثير من الأطعمة. عاد إلى المنزل وأراد المزيد. بحث عن تلك المطاعم. تناول الطعام في أحدها الذي أعجبه.","زار إيثان جار أمريكا.","NoneSense"
"ANLI13946","تشمل التدابير الميزانية تخفيف الضرائب على الفوائد لجميع قروض الطلاب، وتخفيف الفوائد لمزيد من الخريجين، وفترات سداد ممتدة لأولئك الذين يحتاجون إليها، وفترات تخفيف الفوائد الممتدة لأولئك الذين لا يزالون في صعوبات مالية، وتخفيضات في رأس المال للقروض لأولئك الذين لا يزالون يواجهون صعوبات مالية.","تشمل التدابير الميزانية قروضًا يتم سدادها.","NoneSense"
"ANLI14119","صواني رديئة<br>كان تيم يحاول صنع الثلج. كان عليه أن يفعل ذلك بالطريقة التقليدية باستخدام الصواني. كانت صواني تيم قديمة وتتفكك. كان لديه قطع من البلاستيك المكسور في كل مكان. قرر تيم أخيرًا أن يستثمر في صواني جديدة.","تيم يحتاج إلى صواني جديدة","NoneSense"
"ANLI14187","حفلة توديع العزوبية<br>كان تيم يستعد للزواج. أراد أصدقاؤه أن يقيموا له حفلة توديع العزوبية. كانت خطيبته ضد ذلك تمامًا. ومع ذلك، قام تيم بذلك خلف ظهرها. قامت خطيبته بتركه قبل الزفاف.","أنهى تيم خطوبته قبل الزفاف بسبب حفلة العزوبية.","NoneSense"
"ANLI14417","لذا فإن قوانين الأسلحة مهمة، لا شك في ذلك، ولكن من المهم أيضًا حب الأطفال، وتعليم القيم، وبرامج الإيمان كجزء من الأنشطة بعد المدرسة. يحتاج بعض الأطفال اليائسين إلى أن يكون هناك من يضع ذراعه حولهم ويقول، نحن نحبكم.","قوانين الأسلحة ضرورية ولكن ليس حب الأطفال","NoneSense"
"ANLI14460","أتطلع إلى دراستنا لمشروع القانون C-54، وظهور مفوض الخصوصية أمام اللجنة الدائمة في مجلس الشيوخ المعنية بالبنوك والتجارة والاقتصاد، الذي دعا لسنوات عديدة إلى أن يعمل مكتبه كمشرف على تطبيق الرموز المختلفة للخصوصية التي وضعتها المؤسسات المالية وغيرها.","لقد كان مفوض الخصوصية مدافعًا عن الإشراف.","NoneSense"
"ANLI14880","السباحة<br>عندما كان ستيفن في السابعة من عمره، أراد أن يتعلم السباحة. أخذ دروسًا مرة في الأسبوع لبضعة أشهر. أدرك أنه يحب السباحة، لذا انضم إلى فريق السباحة. كان يحسن مهاراته باستمرار على مر السنين. الأسبوع المقبل، سيسبح لصالح الولايات المتحدة في الأولمبياد.","ستيفن قد سبَح لفترة طويلة","NoneSense"
"ANLI14973","مجلس تشريع تسمانيا هو المجلس الأعلى لبرلمان تسمانيا في أستراليا. وهو أحد مجلسي البرلمان، والآخر هو مجلس الجمعية. يجتمع كلا المجلسين في مبنى البرلمان في عاصمة الولاية، هوبارت. يُشار إلى أعضاء مجلس التشريع غالبًا باسم MLCs.","يريد المجلس التشريعي في تسمانيا الانتقال من هوبارت.","NoneSense"
"ANLI14976","هذا ما هو مقصود به. وعندما يتم تجاوز الحدود، تنخفض الروح المعنوية. أعتقد بشدة أننا بحاجة إلى وجود عسكري في شبه الجزيرة، ليس فقط للحفاظ على السلام في شبه الجزيرة، ولكن للحفاظ على الاستقرار الإقليمي. وأعتقد بشدة أننا بحاجة إلى الحفاظ على وجود في الناتو، لكنني سأكون حذرًا في كيفية استخدام القوات العسكرية.","هم يدعمون معاهدة التحالف الشمالي.","NoneSense"
"ANLI15800","كيفية إطعام الجراء اليتيمة حديثة الولادة<br>اشترِ المستلزمات الضرورية. لإطعام جرو حديث الولادة، ستحتاج إلى زجاجة مصممة خصيصًا لإطعام الجراء حديثة الولادة وبديل الحليب. يمكن شراء الزجاجة وبديل الحليب من معظم متاجر مستلزمات الحيوانات الأليفة الكبيرة أو عبر الإنترنت.","تغذية الجراء حديثي الولادة تتطلب الكثير من المستلزمات.","NoneSense"
"ANLI15909","الطيران!<br>حلمت لوسي بالطيران فوق المحيط. أخذت طائرة لكنها لم تشعر بالرياح وشعرت بخيبة أمل. قررت الذهاب إلى الشاطئ وتجربة الطيران بالمظلة. على ارتفاع خمسمائة قدم فوق المحيط، شعرت بالرياح. كانت سعيدة جداً ومدت ذراعيها على وسعهما.","كان ركوب الطائرة الشراعية حلمًا تحقق لليوسي.","NoneSense"
"ANLI15954",""لا أريد أن أراك مرة أخرى" هي أغنية يؤديها المغني الأمريكي المعاصر في موسيقى R&B أنكل سام. إنها الأغنية الختامية في ألبومه الأول الذي يحمل نفس الاسم، وتم إصدارها كأغنية رئيسية من الألبوم. كتب الأغنية وأنتجها عضو فرقة Boyz II Men ناثان موريس. صدرت في عام 1997، وكانت الأغنية الوحيدة لأنكل سام التي حققت نجاحًا في قائمة "Billboard" Hot 100، حيث بلغت ذروتها في المركز السادس في عام 1998.","أطلق العم سام على ألبومه الأول اسم "العم سامي"","NoneSense"
"ANLI16120","هذا جيد. وألاحظ ذلك، ولهذا السبب أردت أن أسجل ذلك. وأفهم أنك تعترض على ذلك، وأفهم أن المدعى عليهم قد قدموا ليس فقط هذا الاعتراض ولكنهم أيضًا جادلوا ضد ذلك. وإلى الحد الذي يوضح فيه هذا حقًا ويؤكد ما لدي في أوامري السابقة، أعتقد أنك قد حافظت على موقفك فيما يتعلق بذلك، وأفهم ذلك الموقف.","يعارض المدعي تسجيل تعليقات القاضي.","NoneSense"
